name,description,imageUrl,videoUrl,category
demand-driven,Praesent blandit lacinia erat.,https://yandex.ru/vivamus/vestibulum.html,http://house.gov/in/congue/etiam/justo/etiam.jsp,arm
4th generation,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,https://friendfeed.com/praesent/blandit/nam/nulla.png,https://plala.or.jp/justo/sollicitudin/ut/suscipit.js,lower
encoding,Pellentesque at nulla.,http://cloudflare.com/est/lacinia/nisi/venenatis/tristique/fusce.json,http://ehow.com/nulla/elit/ac/nulla/sed.png,lower
secured line,Maecenas tincidunt lacus at velit.,http://paypal.com/cubilia.jpg,https://buzzfeed.com/morbi/odio/odio/elementum/eu/interdum.js,full
open architecture,Integer ac neque. Duis bibendum.,https://nba.com/blandit/mi.png,https://buzzfeed.com/elit.jsp,lower
impactful,Morbi ut odio.,https://gravatar.com/diam/nam/tristique/tortor/eu.xml,http://ocn.ne.jp/luctus/tincidunt/nulla.json,leg
policy,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,https://walmart.com/sapien/urna/pretium/nisl/ut.json,https://feedburner.com/velit.xml,arm
Quality-focused,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",https://t.co/vulputate/elementum/nullam/varius/nulla/facilisi.jpg,http://wikia.com/amet.js,core
asynchronous,Donec semper sapien a libero. Nam dui.,https://bluehost.com/nulla.xml,https://theatlantic.com/odio/curabitur/convallis.html,arm
productivity,Integer ac neque. Duis bibendum.,http://usnews.com/vulputate/nonummy/maecenas/tincidunt/lacus/at.xml,https://youtube.com/etiam/vel/augue/vestibulum.jpg,arm
knowledge user,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",https://themeforest.net/orci/mauris/lacinia/sapien/quis.json,https://paypal.com/nunc/nisl/duis/bibendum.jsp,lower
core,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,https://wsj.com/ut/mauris/eget/massa/tempor.jsp,http://webs.com/iaculis/congue/vivamus.xml,full
Enhanced,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",http://about.com/quis/orci/nullam/molestie/nibh.json,http://php.net/sollicitudin/vitae.json,upper
Public-key,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",https://shinystat.com/magna/ac.json,https://nih.gov/libero/ut/massa/volutpat.jsp,lower
superstructure,Fusce consequat.,https://live.com/amet/diam/in/magna/bibendum/imperdiet.png,http://sourceforge.net/mi/integer/ac/neque.jpg,full
system engine,Donec dapibus. Duis at velit eu est congue elementum.,http://sun.com/vestibulum/ante/ipsum/primis.jsp,https://paginegialle.it/in.jpg,upper
methodical,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",https://blogs.com/in/lacus/curabitur.aspx,http://mediafire.com/nulla/sed/vel/enim/sit/amet.png,full
encompassing,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,https://cornell.edu/enim/blandit/mi/in/porttitor.aspx,http://1688.com/ornare/consequat/lectus.aspx,lower
Diverse,Etiam pretium iaculis justo.,http://myspace.com/dapibus/at/diam/nam/tristique/tortor/eu.aspx,http://youku.com/quis/libero/nullam.png,full
concept,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,http://admin.ch/eu/nibh/quisque/id/justo.png,http://so-net.ne.jp/blandit/lacinia/erat/vestibulum/sed.jpg,full
Seamless,Sed ante. Vivamus tortor.,https://behance.net/vulputate/nonummy/maecenas/tincidunt/lacus/at/velit.js,http://utexas.edu/elementum/pellentesque/quisque/porta/volutpat.jsp,core
24/7,In quis justo.,https://behance.net/augue/quam/sollicitudin/vitae/consectetuer.jsp,http://mit.edu/lacus/morbi/sem/mauris/laoreet/ut.png,core
Extended,Proin risus.,http://nhs.uk/tellus/nulla/ut/erat.xml,https://ed.gov/rhoncus/aliquet/pulvinar/sed/nisl.aspx,full
complexity,Etiam vel augue.,https://jimdo.com/duis.html,http://feedburner.com/lorem/ipsum/dolor.json,full
Customizable,Pellentesque ultrices mattis odio. Donec vitae nisi.,http://sohu.com/amet/diam/in/magna/bibendum/imperdiet.json,https://army.mil/sed/ante/vivamus/tortor/duis.json,upper
coherent,Phasellus id sapien in sapien iaculis congue.,https://goo.gl/scelerisque/mauris/sit/amet/eros/suspendisse/accumsan.xml,http://indiatimes.com/elit.json,arm
core,Quisque id justo sit amet sapien dignissim vestibulum.,https://spotify.com/diam/cras/pellentesque/volutpat.js,https://mozilla.com/est/risus/auctor/sed/tristique/in.js,arm
time-frame,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",http://aboutads.info/justo/aliquam/quis.jsp,http://google.com.br/tellus/nulla/ut/erat/id.js,full
Quality-focused,Nulla tellus.,https://psu.edu/in/eleifend.html,https://msu.edu/eleifend/quam/a/odio/in/hac/habitasse.json,lower
content-based,In sagittis dui vel nisl.,https://senate.gov/nulla/suspendisse/potenti/cras/in.js,http://rakuten.co.jp/semper.js,full
even-keeled,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,http://vkontakte.ru/neque/aenean/auctor/gravida/sem/praesent.aspx,http://csmonitor.com/orci/luctus/et/ultrices/posuere/cubilia/curae.aspx,full
database,Integer a nibh.,http://dagondesign.com/enim/blandit/mi/in/porttitor/pede/justo.jpg,http://yahoo.co.jp/sapien/quis/libero/nullam/sit.aspx,lower
Total,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",https://cisco.com/vivamus/in/felis/eu/sapien.png,http://walmart.com/nisi/at/nibh/in/hac.xml,full
multimedia,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",http://state.gov/nec/condimentum/neque/sapien/placerat.png,https://ocn.ne.jp/pede/morbi/porttitor/lorem/id/ligula/suspendisse.jsp,leg
web-enabled,Vestibulum ac est lacinia nisi venenatis tristique.,http://ihg.com/vestibulum/quam/sapien/varius/ut/blandit.html,https://behance.net/curae.jsp,upper
Fundamental,Morbi porttitor lorem id ligula.,https://github.com/pede/justo/lacinia/eget/tincidunt/eget/tempus.json,https://e-recht24.de/id/justo/sit/amet/sapien.js,lower
Graphic Interface,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,http://imgur.com/pretium.json,http://issuu.com/congue/eget/semper.js,leg
global,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,https://plala.or.jp/mauris/viverra/diam/vitae/quam/suspendisse.png,http://jimdo.com/cursus/vestibulum/proin/eu/mi/nulla/ac.png,full
Distributed,Vivamus tortor.,https://friendfeed.com/sollicitudin/ut/suscipit/a/feugiat/et/eros.jsp,http://sohu.com/dis/parturient/montes.png,upper
Visionary,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,https://goodreads.com/ac/enim/in/tempor/turpis/nec.json,http://google.es/volutpat/dui/maecenas/tristique/est.aspx,core
collaboration,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,https://i2i.jp/tincidunt.aspx,http://mlb.com/lacus/morbi.jpg,arm
Reverse-engineered,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",http://boston.com/hendrerit/at/vulputate/vitae.js,http://google.ca/nec/sem/duis/aliquam/convallis.jsp,full
pricing structure,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",https://edublogs.org/sed/magna/at/nunc/commodo.jpg,http://cdc.gov/pulvinar/lobortis/est/phasellus/sit/amet.jsp,leg
asynchronous,Suspendisse potenti.,https://sciencedaily.com/quis/augue.xml,http://yale.edu/duis/faucibus/accumsan.png,arm
time-frame,Integer tincidunt ante vel ipsum.,https://bluehost.com/montes/nascetur.png,http://dyndns.org/vitae/consectetuer.xml,arm
model,Duis mattis egestas metus.,http://tmall.com/malesuada/in.jpg,http://icq.com/turpis.html,leg
projection,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",http://usa.gov/nulla/quisque/arcu/libero/rutrum/ac.html,https://walmart.com/et/commodo/vulputate/justo/in/blandit.png,arm
